timestamp,program,ip_src,ip_dest,port_src,port_dest,protocol,payload_size,packet_count
1681241435.0,Unknown,10.3.141.1,10.3.141.250,36468,38138,UDP,56,1
1681241435.0,Unknown,10.3.141.1,10.3.141.250,36468,58822,UDP,56,1
1681241435.0,Unknown,10.3.141.1,10.3.141.250,36590,38138,UDP,56,1
1681241435.0,Unknown,10.3.141.250,10.3.141.1,58822,36590,UDP,65,1
1681241435.0,Unknown,10.3.141.250,10.3.141.1,58822,36468,UDP,65,1
1681241435.0,Unknown,10.3.141.250,10.3.141.1,38138,36468,UDP,65,1
1681241435.0,Unknown,10.3.141.250,10.3.141.1,38138,36590,UDP,65,1
1681241435.0,Unknown,10.3.141.250,84.17.53.155,58822,9993,UDP,244,4
1681241435.0,Discord,162.159.130.234,10.3.141.250,443,50926,TCP,18573,8
1681241435.0,Discord,10.3.141.250,162.159.130.234,50926,443,TCP,416,8
1681241435.0,Unknown,10.3.141.250,10.3.141.130,35148,8009,TCP,162,1
1681241435.0,chrome,10.3.141.250,10.3.141.130,59126,8009,TCP,60,1
1681241440.0,zerotier-one,10.3.141.250,10.3.141.130,49120,8008,TCP,180,3
1681241440.0,Unknown,10.3.141.250,10.3.141.1,9993,9993,UDP,495,3
1681241440.0,Unknown,10.3.141.250,10.3.141.1,58822,9993,UDP,495,3
1681241440.0,Unknown,10.3.141.250,10.3.141.1,38138,9993,UDP,621,4
1681241440.0,Unknown,10.3.141.250,84.17.53.155,58822,9993,UDP,244,4
1681241440.0,Unknown,10.3.141.1,10.3.141.250,9993,9993,UDP,261,3
1681241440.0,Unknown,10.3.141.1,10.3.141.250,9993,58822,UDP,261,3
1681241440.0,Unknown,10.3.141.1,10.3.141.250,9993,38138,UDP,261,3
1681241440.0,chrome,10.3.141.250,10.3.141.130,52454,8009,TCP,180,3
1681241440.0,chrome,10.3.141.250,157.240.251.11,57204,443,TCP,133,2
1681241440.0,chrome,157.240.251.11,10.3.141.250,443,57204,TCP,129,2
1681241440.0,chrome,10.3.141.250,157.240.251.6,32828,443,TCP,136,2
1681241440.0,chrome,10.3.141.250,157.240.251.6,32842,443,TCP,136,2
1681241440.0,chrome,157.240.251.6,10.3.141.250,443,32828,TCP,80,1
1681241440.0,chrome,157.240.251.6,10.3.141.250,443,32842,TCP,80,1
1681241440.0,chrome,10.3.141.250,157.240.251.6,40968,443,TCP,136,2
1681241440.0,Unknown,185.199.110.133,10.3.141.250,443,38034,TCP,283,4
1681241440.0,Unknown,10.3.141.250,185.199.110.133,38034,443,TCP,104,2
1681241440.0,chrome,157.240.251.6,10.3.141.250,443,40968,TCP,80,1
1681241445.0,Unknown,10.3.141.1,10.3.141.250,36590,9993,UDP,114,1
1681241445.0,Unknown,10.3.141.250,84.17.53.155,58822,9993,UDP,244,4
1681241445.0,Unknown,35.209.189.184,10.3.141.250,52672,38138,UDP,56,1
1681241445.0,Unknown,10.3.141.250,35.209.189.184,38138,52672,UDP,65,1
1681241445.0,Unknown,35.208.178.49,10.3.141.250,21013,9993,UDP,56,1
1681241445.0,Unknown,10.3.141.250,35.208.178.49,9993,21013,UDP,65,1
1681241445.0,chrome,10.3.141.250,10.3.141.130,52454,8009,TCP,60,1
1681241450.0,Unknown,10.3.141.1,10.3.141.250,36468,9993,UDP,390,2
1681241450.0,Unknown,10.3.141.1,10.3.141.250,36468,58822,UDP,56,1
1681241450.0,Unknown,10.3.141.250,10.3.141.1,9993,36468,UDP,160,2
1681241450.0,Unknown,10.3.141.1,10.3.141.250,36468,38138,UDP,56,1
1681241450.0,Unknown,10.3.141.1,10.3.141.250,36590,58822,UDP,56,1
1681241450.0,Unknown,10.3.141.250,10.3.141.1,58822,36468,UDP,65,1
1681241450.0,Unknown,10.3.141.250,10.3.141.1,58822,36590,UDP,65,1
1681241450.0,Unknown,10.3.141.250,10.3.141.1,38138,36468,UDP,65,1
1681241450.0,Unknown,10.3.141.1,10.3.141.250,36590,38138,UDP,56,1
1681241450.0,Unknown,10.3.141.250,10.3.141.1,38138,36590,UDP,65,1
1681241450.0,Unknown,10.3.141.250,84.17.53.155,58822,9993,UDP,244,4
1681241450.0,chrome,10.3.141.250,157.240.251.11,57204,443,TCP,133,2
1681241450.0,chrome,157.240.251.11,10.3.141.250,443,57204,TCP,129,2
1681241450.0,chrome,10.3.141.250,142.250.186.74,44146,443,UDP,2722,8
1681241450.0,chrome,142.250.186.74,10.3.141.250,443,44146,UDP,4332,8
1681241455.0,Unknown,10.3.141.1,10.3.141.250,36468,9993,UDP,334,1
1681241455.0,Unknown,10.3.141.250,10.3.141.1,9993,36468,UDP,95,1
1681241455.0,Unknown,10.3.141.250,10.3.141.130,35148,8009,TCP,162,1
1681241455.0,chrome,10.3.141.250,10.3.141.130,59530,8008,TCP,52,1
1681241455.0,Unknown,10.3.141.1,10.3.141.250,9993,9993,UDP,56,1
1681241455.0,Unknown,10.3.141.1,10.3.141.250,9993,58822,UDP,56,1
1681241455.0,Unknown,10.3.141.1,10.3.141.250,9993,38138,UDP,56,1
1681241455.0,Unknown,10.3.141.250,10.3.141.1,9993,9993,UDP,65,1
1681241455.0,Unknown,10.3.141.250,10.3.141.1,58822,9993,UDP,65,1
1681241455.0,Unknown,10.3.141.250,10.3.141.1,38138,9993,UDP,65,1
1681241455.0,Unknown,10.3.141.250,84.17.53.155,58822,9993,UDP,244,4
1681241455.0,chrome,10.3.141.250,157.240.251.6,32828,443,TCP,136,2
1681241455.0,chrome,10.3.141.250,157.240.251.6,32842,443,TCP,136,2
1681241455.0,chrome,157.240.251.6,10.3.141.250,443,32828,TCP,80,1
1681241455.0,chrome,157.240.251.6,10.3.141.250,443,32842,TCP,80,1
1681241455.0,chrome,10.3.141.250,176.9.140.164,53914,443,TCP,52,1
1681241455.0,chrome,10.3.141.250,74.125.133.188,60026,5228,TCP,52,1
1681241455.0,chrome,74.125.133.188,10.3.141.250,5228,60026,TCP,52,1
1681241455.0,chrome,176.9.140.164,10.3.141.250,443,53914,TCP,52,1
1681241455.0,chrome,10.3.141.250,157.240.251.6,40968,443,TCP,136,2
1681241455.0,chrome,157.240.251.6,10.3.141.250,443,40968,TCP,80,1
1681241460.0,Unknown,10.3.141.1,10.3.141.250,36590,9993,UDP,56,1
1681241460.0,Unknown,10.3.141.250,10.3.141.1,9993,36590,UDP,65,1
1681241460.0,Unknown,10.3.141.250,84.17.53.155,58822,9993,UDP,244,4
1681241460.0,chrome,10.3.141.250,34.237.73.95,57716,443,TCP,402,3
1681241460.0,chrome,10.3.141.250,157.240.251.11,57204,443,TCP,133,2
1681241460.0,Discord,162.159.130.234,10.3.141.250,443,50926,TCP,515,1
1681241460.0,Discord,10.3.141.250,162.159.130.234,50926,443,TCP,52,1
1681241460.0,chrome,157.240.251.11,10.3.141.250,443,57204,TCP,129,2
1681241460.0,chrome,34.237.73.95,10.3.141.250,443,57716,TCP,373,2
1681241460.0,Unknown,35.209.189.184,10.3.141.250,52672,38138,UDP,56,1
1681241460.0,Unknown,10.3.141.250,35.209.189.184,38138,52672,UDP,65,1
1681241460.0,Unknown,35.208.178.49,10.3.141.250,21013,9993,UDP,56,1
1681241460.0,Unknown,10.3.141.250,35.208.178.49,9993,21013,UDP,65,1
1681241460.0,Unknown,10.3.141.250,10.3.141.1,40406,53,UDP,122,2
1681241460.0,Unknown,10.3.141.1,10.3.141.250,53,40406,UDP,564,2
1681241460.0,chrome,10.3.141.250,142.250.185.110,38085,443,UDP,4452,6
1681241465.0,chrome,142.250.185.110,10.3.141.250,443,38085,UDP,2901,9
1681241465.0,chrome,10.3.141.250,142.250.185.110,38085,443,UDP,347,5
1681241465.0,chrome,10.3.141.250,10.3.141.130,53548,8009,TCP,180,3
1681241465.0,Unknown,10.3.141.1,10.3.141.250,36468,58822,UDP,56,1
1681241465.0,Unknown,10.3.141.1,10.3.141.250,36468,38138,UDP,56,1
1681241465.0,Unknown,10.3.141.1,10.3.141.250,36590,38138,UDP,56,1
1681241465.0,Unknown,10.3.141.1,10.3.141.250,36590,58822,UDP,56,1
1681241465.0,Unknown,10.3.141.250,10.3.141.1,58822,36468,UDP,65,1
1681241465.0,Unknown,10.3.141.250,10.3.141.1,58822,36590,UDP,65,1
1681241465.0,Unknown,10.3.141.250,10.3.141.1,38138,36468,UDP,65,1
1681241465.0,Unknown,10.3.141.250,10.3.141.1,38138,36590,UDP,65,1
1681241465.0,Discord,10.3.141.250,162.159.130.234,50926,443,TCP,210,3
1681241465.0,Discord,162.159.130.234,10.3.141.250,443,50926,TCP,507,3
1681241465.0,Unknown,10.3.141.250,84.17.53.155,58822,9993,UDP,244,4
1681241465.0,chrome,10.3.141.250,34.104.35.123,42382,80,TCP,52,1
1681241465.0,chrome,34.104.35.123,10.3.141.250,80,42382,TCP,52,1
1681241465.0,Discord,10.3.141.250,10.3.141.1,50210,53,UDP,114,2
1681241465.0,Discord,10.3.141.1,10.3.141.250,53,50210,UDP,57,1
1681241465.0,chrome,10.3.141.250,18.66.122.92,56884,443,TCP,52,1
1681241465.0,chrome,10.3.141.250,44.197.27.252,49076,443,TCP,52,1
1681241465.0,chrome,18.66.122.92,10.3.141.250,443,56884,TCP,52,1
1681241465.0,Unknown,10.3.141.1,10.3.141.250,53,50210,UDP,453,1
1681241465.0,Discord,10.3.141.250,162.159.138.232,45535,443,UDP,2966,9
1681241465.0,Discord,162.159.138.232,10.3.141.250,443,45535,UDP,2510,8
1681241465.0,chrome,44.197.27.252,10.3.141.250,443,49076,TCP,52,1
1681241470.0,Unknown,10.3.141.250,10.3.141.1,53140,53,UDP,120,2
1681241470.0,Unknown,10.3.141.1,10.3.141.250,53,53140,UDP,164,2
1681241470.0,chrome,10.3.141.250,142.250.186.100,51492,443,UDP,1670,6
1681241470.0,chrome,142.250.186.100,10.3.141.250,443,51492,UDP,2498,5
1681241470.0,Unknown,10.3.141.1,10.3.141.250,9993,9993,UDP,56,1
1681241470.0,Unknown,10.3.141.1,10.3.141.250,9993,58822,UDP,56,1
1681241470.0,Unknown,10.3.141.1,10.3.141.250,36468,9993,UDP,56,1
1681241470.0,Unknown,10.3.141.250,10.3.141.1,9993,9993,UDP,65,1
1681241470.0,Unknown,10.3.141.1,10.3.141.250,9993,38138,UDP,56,1
1681241470.0,Unknown,10.3.141.250,10.3.141.1,9993,36468,UDP,65,1
1681241470.0,Unknown,10.3.141.250,10.3.141.1,58822,9993,UDP,65,1
1681241470.0,Unknown,10.3.141.250,10.3.141.1,38138,9993,UDP,65,1
1681241470.0,Unknown,10.3.141.250,103.195.103.66,9993,9993,UDP,165,1
1681241470.0,Unknown,10.3.141.250,103.195.103.66,58822,9993,UDP,165,1
1681241470.0,Unknown,10.3.141.250,103.195.103.66,38138,9993,UDP,165,1
1681241470.0,Unknown,10.3.141.250,84.17.53.155,9993,9993,UDP,165,1
1681241470.0,Unknown,10.3.141.250,84.17.53.155,58822,9993,UDP,165,1
1681241470.0,Unknown,10.3.141.250,84.17.53.155,38138,9993,UDP,165,1
1681241470.0,Unknown,10.3.141.250,50.7.252.138,9993,9993,UDP,165,1
1681241470.0,Unknown,10.3.141.250,50.7.252.138,58822,9993,UDP,165,1
1681241470.0,Unknown,10.3.141.250,50.7.252.138,38138,9993,UDP,165,1
1681241470.0,Unknown,10.3.141.250,104.194.8.134,9993,9993,UDP,165,1
1681241470.0,Unknown,10.3.141.250,104.194.8.134,58822,9993,UDP,165,1
1681241470.0,Unknown,10.3.141.250,104.194.8.134,38138,9993,UDP,165,1
1681241470.0,Unknown,84.17.53.155,10.3.141.250,9993,58822,UDP,657,1
1681241470.0,Unknown,103.195.103.66,10.3.141.250,9993,9993,UDP,657,1
1681241470.0,Unknown,104.194.8.134,10.3.141.250,9993,9993,UDP,657,1
1681241470.0,Unknown,50.7.252.138,10.3.141.250,9993,58822,UDP,657,1
1681241470.0,chrome,10.3.141.250,157.240.251.11,57204,443,TCP,133,2
1681241470.0,chrome,157.240.251.11,10.3.141.250,443,57204,TCP,129,2
1681241470.0,chrome,10.3.141.250,157.240.251.6,32828,443,TCP,136,2
1681241470.0,chrome,10.3.141.250,157.240.251.6,32842,443,TCP,136,2
1681241470.0,chrome,10.3.141.250,10.3.141.130,53548,8009,TCP,60,1
1681241470.0,chrome,157.240.251.6,10.3.141.250,443,32828,TCP,80,1
1681241470.0,chrome,157.240.251.6,10.3.141.250,443,32842,TCP,80,1
1681241470.0,Unknown,35.209.189.184,10.3.141.250,52672,38138,UDP,165,1
1681241470.0,Unknown,10.3.141.250,35.209.189.184,38138,52672,UDP,87,1
1681241470.0,chrome,10.3.141.250,142.250.185.110,38085,443,UDP,1625,4
1681241470.0,chrome,142.250.185.110,10.3.141.250,443,38085,UDP,972,4
1681241470.0,chrome,10.3.141.250,157.240.251.6,40968,443,TCP,136,2
1681241470.0,chrome,157.240.251.6,10.3.141.250,443,40968,TCP,80,1
1681241470.0,Unknown,10.3.141.1,10.3.141.250,36590,9993,UDP,731,2
1681241470.0,Unknown,10.3.141.250,10.3.141.1,9993,36590,UDP,95,1
1681241470.0,chrome,10.3.141.250,10.3.141.1,37931,53,UDP,126,2
1681241470.0,chrome,10.3.141.250,34.199.71.162,60280,443,TCP,52,1
1681241475.0,chrome,34.199.71.162,10.3.141.250,443,60280,TCP,52,1
1681241475.0,chrome,10.3.141.1,10.3.141.250,53,37931,UDP,374,1
1681241475.0,Unknown,10.3.141.1,10.3.141.250,53,37931,UDP,386,1
1681241475.0,chrome,10.3.141.250,157.240.251.6,35662,443,UDP,3873,9
1681241475.0,chrome,157.240.251.6,10.3.141.250,443,35662,UDP,5409,14
1681241475.0,Discord,162.159.130.234,10.3.141.250,443,50926,TCP,582,1
1681241475.0,Discord,10.3.141.250,162.159.130.234,50926,443,TCP,52,1
1681241475.0,Unknown,10.3.141.1,10.3.141.250,36590,9993,UDP,334,1
1681241475.0,Unknown,10.3.141.250,10.3.141.1,9993,36590,UDP,95,1
1681241475.0,Unknown,10.3.141.250,84.17.53.155,58822,9993,UDP,244,4
1681241475.0,Unknown,10.3.141.250,35.208.178.49,9993,21013,UDP,172,1
1681241475.0,Unknown,35.208.178.49,10.3.141.250,21013,9993,UDP,789,1
